sample,stat
0,1.1629902605409472
1,1.1831891727657666
2,1.6489780096490856
3,0.7717844138261176
4,0.032396498839037946
5,1.1669906579937965
6,1.140981876554414
7,0.39670517307381736
8,1.7463621207817335
9,1.7016696529968578
10,1.4906616145669593
11,1.5322236839729846
12,1.5513970357809557
13,1.6956251148415697
14,2.0079449202793915
15,0.8736807228560766
16,0.0539954711850803
17,0.9923486702531727
18,1.3728933828423826
19,0.9960822861593326
20,0.3309380246390816
21,0.5987697947590247
22,0.16200061099352148
23,1.7243664485909829
24,0.25338073963241525
25,1.1212601563383284
26,0.20441007287600366
27,1.7858210813848632
28,0.5091935274812478
29,0.24099436127940832
30,1.4898186458845357
31,1.0852989314835932
32,1.889636363522706
33,0.2787828179842293
34,1.5830097223306754
35,0.4517934652615674
36,1.283971466758115
37,0.5293847733740669
38,1.1018716343580008
39,0.10029683210790097
40,1.7289862170919261
41,0.45515242267189615
42,1.1641471825027168
43,0.04830996160973955
44,1.6034786640294625
45,1.034065298195039
46,0.9366898377318877
47,1.5348342678457167
48,0.9717556795599442
49,1.990207645224956
50,1.2631758462774276
51,0.25686990530266973
52,0.9821183124052615
53,0.11171936725228848
54,0.7921694025479624
55,1.6880413739301279
56,1.181481817527815
57,0.07907866348491854
58,1.3783280237575988
59,2.0150367009797288
60,1.898506953091311
61,1.0810982088472487
62,2.589429741113096
63,0.811125650802353
64,1.9668698481628404
65,0.47131187784899753
66,0.19499964095166566
67,0.2729958523287954
68,1.1809111107853516
69,0.9401073838963869
70,1.1253520597740003
71,1.0338995071826247
72,1.4924868780874316
73,1.9848015779145323
74,2.2493275832709827
75,0.9654593251061776
76,0.9939675429391897
77,0.14090939682044956
78,1.7943440959988513
79,1.728920426131202
80,0.20103683973726394
81,0.4134614172116633
82,1.3239199534253858
83,0.22301294204718936
84,0.8642386008683403
85,1.7076729175546284
86,1.0876292260397609
87,1.7607832290358312
88,0.8133223898053505
89,1.0863893210111009
90,0.03925183578097524
91,1.06463100095712
92,0.48644377039123965
93,2.2626822513713254
94,1.023396890246235
95,1.214165414519352
96,0.9527437495057889
97,0.910477428867372
98,1.305827758626318
99,1.659155518265762
100,0.035482893707023955
101,1.284522089412178
102,1.5591666561166222
103,0.04042291206968196
104,0.06543776279747116
105,0.10774206187792146
106,2.178736301312398
107,1.6841396524985925
108,1.664912818211402
109,1.6173737900500784
110,0.8403177682280898
111,1.0501175441114565
112,1.17767513273344
113,0.033035528918433865
114,1.4016802121542127
115,0.7860659403186196
116,1.2255291421360095
117,1.1946024151668198
118,1.11701739773879
119,0.3204910621366235
120,2.0379643903712803
121,1.0248299875483942
122,0.5317361555762181
123,1.7408691127156057
124,2.26759488564859
125,2.299009058183036
126,0.867223314599979
127,1.9060486599075945
128,1.1741781833513896
129,2.308976762137286
130,0.2621736602622997
131,1.7154175928048998
132,1.984846697531247
133,0.9735165542301951
134,0.9209530525319858
135,1.1458164597521199
136,0.4819795898314201
137,1.7038163015957064
138,0.8702725021232443
139,1.5458541997055644
140,1.24715379236507
141,0.10012164531526135
142,2.220892078144847
143,0.980258325191679
144,0.1065510873429436
145,0.2914683680712127
146,1.615579718263892
147,1.1897200735411089
148,0.9532505131983502
149,1.0468109321047834
150,2.0783923123896217
151,0.7803082317313113
